Week,Store,Contact id,first_name,Manager,Operations,Site,QA login,Contact Reason,Medium,Handle Team,Annotations,Policy Adherence,impact,opportunity
4,COM,902473767-2,Janel,Shayne,Alec,London,Himabindu,WMS,E,Ours,Valid,Adhered,,
4,COM,939483930-5,Kara,Brodie,Janna,Pune,Sandeep,RR,C,Ours,Valid,Adhered,,
2,COM,204336932-6,Cinderella,Gardiner,Stormie,Pune,Divya,IM,C,Ours,Valid,Adhered,,
2,COM,189002316-7,Jozef,Sterne,Theodosia,New York,Shiva,DNR,C,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
3,COM,234493892-3,Nesta,Kirby,Alec,Sydney,Apoorv,MDR,C,Ours,Invalid,Deviated,IMPACT3,3 American Trail
3,COM,901233558-2,Olivie,Clementina,Filippo,Pune,Sandeep,RR,V,Ours,Valid,Adhered,,
5,CA,336050684-7,Flossi,Brodie,Janna,Pune,Sandeep,PM,C,Ours,Valid,Adhered,,
3,COM,385140834-9,Arlyn,Maddie,Ardelia,Pune,Sandeep,MDR,E,Ours,Valid,Adhered,,
1,COM,086871185-3,Weber,Agathe,Sonja,Pune,Suruchi,PM,C,Others,Valid,Adhered,,
2,COM,422399369-0,Krista,Agathe,Sonja,Pune,Divya,DNR,C,Others,Valid,Adhered,,
4,COM,219036045-5,Ula,Jeramey,Filippo,New York,Sandeep,MDR,V,Ours,Valid,Adhered,,
1,COM,864284074-9,Josephine,Carmita,Philbert,Sydney,Shiva,WMS,E,Ours,Valid,Adhered,,
1,COM,121888161-5,Zonnya,Candra,Eugenia,London,Sandeep,RR,E,Others,Invalid,Deviated,IMPACT2,25 Shasta Center
3,COM,567464479-9,Valeda,Dicky,Eugenia,New York,Sandeep,NC,E,Ours,Valid,Adhered,,
2,COM,604978136-2,Dayle,Malcolm,Eugenia,New York,Ruturaj,NC,V,Others,Valid,Adhered,,
3,COM,602163933-2,Sarene,Ives,Philbert,Pune,Ruturaj,MDR,E,Ours,Valid,Adhered,,
2,COM,578101007-6,Colby,Maddie,Ardelia,Pune,Shiva,MDR,C,Ours,Invalid,Deviated,IMPACT2,798 Springview Pass
4,COM,610242910-9,Jerrold,Danny,Sonja,Pune,Himabindu,MDR,C,Ours,Valid,Adhered,,
2,COM,231573687-0,Noami,Marja,Theodosia,Pune,Sandeep,IM,V,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
3,COM,571794169-2,Lutero,Rosetta,Rozalie,Pune,Apoorv,NC,E,Ours,Valid,Adhered,,
2,COM,199525627-7,Rosalinda,Maddie,Ardelia,Pune,Ruturaj,MDR,C,Ours,Invalid,Deviated,IMPACT4,8 Donald Terrace
4,COM,278279142-7,Leann,Brietta,Sonja,London,Apoorv,MDR,V,Ours,Valid,Adhered,,
1,COM,994029395-X,Carly,Kirby,Alec,Sydney,Saugata,PM,V,Ours,Valid,Adhered,,
5,COM,734294357-6,Jabez,Edwin,Philbert,New York,Shiva,RR,E,Ours,Valid,Adhered,,
2,COM,634815068-2,Brietta,Carmita,Philbert,Sydney,Priyanka,IM,E,Ours,Valid,Adhered,,
5,COM,703704207-2,Philly,Kamila,Stormie,Pune,Suruchi,RR,E,Ours,Valid,Adhered,,
5,CA,382728802-9,Chuck,Malcolm,Eugenia,New York,Ruturaj,WMS,E,Ours,Valid,Adhered,,
1,COM,596820481-8,Mab,Agathe,Sonja,Pune,Himabindu,NC,V,Ours,Valid,Adhered,,
4,COM,546458351-3,Thacher,Shantee,Sonja,Pune,Suruchi,MDR,V,Ours,Invalid,Deviated,IMPACT3,8 Morning Junction
2,CA,459580715-5,Knox,Sterne,Theodosia,New York,Sandeep,IM,C,Ours,Invalid,Deviated,IMPACT4,86239 Gateway Avenue
1,COM,843775876-9,Sidonia,Valma,Betsey,Sydney,Suruchi,NC,V,Ours,Invalid,Deviated,IMPACT1,76 Grasskamp Place
2,COM,490520332-5,Caryn,Jeramey,Filippo,New York,Nagaraju,NC,V,Ours,Invalid,Deviated,IMPACT1,6 Manufacturers Junction
1,CA,773334876-5,Oralia,Brittne,Nevile,Pune,Shiva,IM,V,Ours,Valid,Adhered,,
4,COM,758786200-5,Katti,Corrie,Martguerita,New York,Ruturaj,NC,E,Ours,Invalid,Deviated,IMPACT4,814 Darwin Trail
2,COM,100330047-2,Holli,Clementina,Filippo,Pune,Sandeep,WMS,E,Ours,Valid,Adhered,,
5,COM,823354810-3,Heath,Janith,Alec,Pune,Himabindu,MDR,V,Others,Valid,Adhered,,
4,COM,968140535-8,Cyrillus,Henrieta,Berthe,Pune,Apoorv,RR,E,Ours,Valid,Adhered,,
4,COM,990549706-4,Marie,Brigitta,Ardelia,Sydney,Priyanka,PM,E,Ours,Valid,Adhered,,
2,COM,208896996-9,Bobine,Osbourne,Alastair,Sydney,Sandeep,PM,E,Ours,Invalid,Deviated,IMPACT1,22625 Canary Avenue
3,COM,369952756-5,Allison,Harrison,Liz,London,Himabindu,NC,V,Ours,Valid,Adhered,,
4,COM,826454624-2,Free,Antonin,Martguerita,Pune,Nagaraju,PM,C,Ours,Invalid,Deviated,IMPACT3,354 Kingsford Point
1,COM,230789440-3,Barrett,Ara,Carlina,New York,Apoorv,RR,V,Ours,Valid,Adhered,,
3,COM,042605454-7,Suzy,Agathe,Sonja,Pune,Apoorv,MDR,V,Ours,Valid,Adhered,,
3,COM,729223486-0,Arabela,Tony,Stormie,Pune,Saugata,DNR,V,Ours,Valid,Adhered,,
4,COM,680215474-9,Basile,Antone,Philbert,Pune,Priyanka,DNR,E,Others,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
1,COM,158469918-3,Lucille,Gardiner,Stormie,Pune,Himabindu,NC,V,Ours,Valid,Adhered,,
1,COM,894161043-5,Genovera,Danny,Sonja,Pune,Himabindu,PM,V,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
5,COM,789985208-0,Katherine,Carmita,Philbert,Sydney,Nagaraju,DNR,V,Others,Invalid,Deviated,IMPACT3,37188 Karstens Pass
3,COM,573550859-8,Karleen,Candra,Eugenia,London,Nagaraju,PM,C,Ours,Valid,Adhered,,
4,COM,373941036-1,Ladonna,Augusta,Betsey,Sydney,Saugata,DNR,C,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
4,COM,282485777-3,Isobel,Antone,Philbert,Pune,Priyanka,DNR,C,Others,Valid,Adhered,,
4,COM,309953419-6,Aimil,Janith,Alec,Pune,Saugata,PM,E,Ours,Invalid,Deviated,IMPACT3,4736 1st Parkway
2,COM,090883546-9,Arlie,Brittne,Nevile,Pune,Priyanka,MDR,E,Others,Valid,Adhered,,
3,COM,639346085-7,Eulalie,Beryle,Lorenza,New York,Himabindu,PM,C,Ours,Valid,Adhered,,
2,COM,029436330-0,Shanan,Raynard,Tatiana,Pune,Saugata,RR,E,Others,Valid,Adhered,,
4,COM,417405102-X,Shelia,Maddie,Ardelia,Pune,Ruturaj,WMS,C,Ours,Valid,Adhered,,
2,CA,019291411-1,Karol,Ame,Rozalie,Pune,Himabindu,PM,E,Ours,Valid,Adhered,,
4,COM,781954104-0,Gabbie,Durant,Malinda,London,Saugata,MDR,V,Ours,Invalid,Deviated,IMPACT3,3 American Trail
1,CA,531653407-7,Barnabe,Codee,Martguerita,New York,Sandeep,DNR,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
5,COM,612808098-7,Moshe,Normand,Axe,Pune,Suruchi,IM,C,Ours,Valid,Adhered,,
4,COM,295279746-3,Darcee,Mathias,Berthe,Pune,Suruchi,NC,E,Others,Valid,Adhered,,
3,COM,638128716-0,Porty,Shayne,Alec,London,Himabindu,NC,C,Ours,Valid,Adhered,,
1,CA,824163294-0,Farra,Harmonia,Alejandrina,Pune,Shiva,NC,E,Ours,Valid,Adhered,,
1,COM,161397823-5,Abel,Devinne,Theodosia,Pune,Shiva,PM,E,Others,Valid,Adhered,,
3,COM,142745773-5,Dulcea,Corrie,Martguerita,New York,Priyanka,NC,V,Ours,Valid,Adhered,,
2,COM,478452903-9,Katerina,Clementina,Filippo,Pune,Priyanka,DNR,C,Ours,Invalid,Deviated,IMPACT1,79099 Badeau Center
3,COM,023046374-6,Charleen,Harv,Stormie,Sydney,Divya,WMS,C,Ours,Valid,Adhered,,
4,CA,251382604-3,Cindee,Jeramey,Filippo,New York,Nagaraju,NC,V,Ours,Valid,Adhered,,
1,COM,317110877-1,Cherey,Beryle,Lorenza,New York,Divya,NC,C,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
3,COM,630707335-7,Garreth,Valma,Betsey,Sydney,Saugata,RR,V,Ours,Valid,Adhered,,
1,COM,626315381-4,Daryl,Brigitta,Ardelia,Sydney,Sandeep,WMS,E,Ours,Invalid,Deviated,IMPACT3,875 Declaration Avenue
4,COM,410734835-0,Son,Shayne,Alec,London,Divya,IM,E,Ours,Invalid,Deviated,IMPACT3,6598 Schlimgen Parkway
1,COM,727906620-8,Zolly,Harv,Stormie,Sydney,Divya,NC,C,Ours,Valid,Adhered,,
1,COM,241112263-2,Inigo,Harmonia,Alejandrina,Pune,Ruturaj,WMS,C,Ours,Invalid,Deviated,IMPACT1,3 American Trail
1,COM,830136986-8,Sally,Corrie,Martguerita,New York,Shiva,NC,V,Ours,Invalid,Deviated,IMPACT1,579 Farmco Hill
3,COM,516670792-3,Wilona,Harmonia,Alejandrina,Pune,Priyanka,WMS,V,Ours,Valid,Adhered,,
3,COM,254042069-9,Charmain,Dew,Darnell,New York,Priyanka,MDR,V,Others,Valid,Adhered,,
2,COM,015005024-0,Ebonee,Maddie,Ardelia,Pune,Priyanka,NC,C,Ours,Invalid,Deviated,IMPACT1,17 Commercial Park
2,COM,566306205-X,Sheffield,Shantee,Sonja,Pune,Saugata,RR,V,Ours,Valid,Adhered,,
2,COM,673685033-9,Valma,Teriann,Rip,Pune,Shiva,WMS,E,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
1,COM,288710231-1,Morlee,Raynard,Tatiana,Pune,Suruchi,DNR,C,Ours,Invalid,Deviated,IMPACT3,8 Buell Center
3,COM,914468510-6,Dillon,Dew,Darnell,New York,Ruturaj,DNR,E,Ours,Valid,Adhered,,
4,COM,907424929-9,Dorothea,Hestia,Axe,Pune,Suruchi,DNR,V,Ours,Valid,Adhered,,
1,COM,325041436-0,Even,Corrie,Martguerita,New York,Nagaraju,IM,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
2,COM,021712190-X,Sephira,Tuckie,Phil,Pune,Divya,NC,E,Ours,Valid,Adhered,,
5,COM,504956100-0,Dennison,Tuckie,Phil,Pune,Himabindu,MDR,V,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
1,COM,575282634-9,Putnam,Gardiner,Stormie,Pune,Apoorv,IM,E,Ours,Valid,Adhered,,
1,COM,619223075-7,Lauree,Ame,Rozalie,Pune,Apoorv,RR,C,Ours,Invalid,Deviated,IMPACT3,7 Vera Point
1,COM,232098216-7,Tammara,Jemmy,Tatiana,Sydney,Divya,MDR,E,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
3,COM,112033579-5,Kristen,Maddie,Ardelia,Pune,Priyanka,DNR,C,Ours,Valid,Adhered,,
1,COM,682712437-1,Mic,Edwin,Philbert,New York,Nagaraju,MDR,E,Ours,Valid,Adhered,,
5,COM,761543241-3,Cybill,Normand,Axe,Pune,Himabindu,MDR,C,Ours,Valid,Adhered,,
3,CA,135508638-8,Jordon,Osbourne,Alastair,Sydney,Priyanka,MDR,C,Ours,Valid,Adhered,,
3,COM,283372449-7,Pippy,Jemmy,Tatiana,Sydney,Divya,RR,C,Others,Valid,Adhered,,
3,COM,867344702-X,Ingemar,Ives,Philbert,Pune,Shiva,MDR,C,Ours,Valid,Adhered,,
4,COM,508016273-2,Eric,Shayne,Alec,London,Himabindu,NC,C,Others,Valid,Adhered,,
1,COM,392652843-5,Emmye,Brodie,Janna,Pune,Nagaraju,WMS,V,Ours,Invalid,Deviated,IMPACT1,3 American Trail
5,COM,935182436-5,Virginia,Codee,Martguerita,New York,Priyanka,WMS,V,Others,Valid,Adhered,,
4,COM,152649852-9,Woodrow,Brigitta,Ardelia,Sydney,Priyanka,DNR,C,Ours,Valid,Adhered,,
3,COM,837160501-3,Chiquia,Tuckie,Phil,Pune,Suruchi,DNR,C,Ours,Valid,Adhered,,
2,COM,170000258-9,Ingeborg,Mathias,Berthe,Pune,Suruchi,WMS,E,Ours,Valid,Adhered,,
4,COM,184069252-9,Goldina,Sterne,Theodosia,New York,Nagaraju,DNR,V,Ours,Invalid,Deviated,IMPACT3,6 Arapahoe Crossing
5,COM,743231169-2,Murdoch,Damiano,Alejandrina,Sydney,Priyanka,IM,E,Ours,Invalid,Deviated,IMPACT3,7847 Meadow Vale Road
4,CA,648256587-5,Louisa,Meghan,Rip,Pune,Nagaraju,RR,V,Ours,Valid,Adhered,,
1,COM,364684031-5,Bil,Shantee,Sonja,Pune,Suruchi,DNR,C,Ours,Valid,Adhered,,
3,COM,033585312-9,Isabel,Codee,Martguerita,New York,Shiva,IM,C,Ours,Valid,Adhered,,
5,COM,858135882-9,Consuelo,Malcolm,Eugenia,New York,Sandeep,WMS,E,Ours,Valid,Adhered,,
1,COM,707951113-5,Iorgo,Janith,Alec,Pune,Apoorv,DNR,V,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
2,COM,543156880-9,Sylvan,Brietta,Sonja,London,Saugata,WMS,E,Ours,Invalid,Deviated,IMPACT1,579 Farmco Hill
2,COM,982843044-4,Adam,Agathe,Sonja,Pune,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT3,26 Grasskamp Hill
4,COM,266211619-6,Orazio,Ives,Philbert,Pune,Ruturaj,DNR,C,Others,Valid,Adhered,,
2,COM,677227771-6,Judye,Rosetta,Rozalie,Pune,Saugata,IM,V,Ours,Valid,Adhered,,
5,COM,736324827-3,Hadley,Antonin,Martguerita,Pune,Ruturaj,WMS,V,Ours,Valid,Adhered,,
4,COM,672575649-2,Twila,Osbourne,Alastair,Sydney,Priyanka,MDR,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
4,CA,004267151-5,Fremont,Harrison,Liz,London,Apoorv,DNR,C,Ours,Invalid,Deviated,IMPACT3,60718 Eagle Crest Court
2,COM,021871517-X,Winni,Sterne,Theodosia,New York,Ruturaj,WMS,V,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
3,COM,653421641-8,Barnabas,Hestia,Axe,Pune,Suruchi,MDR,E,Ours,Valid,Adhered,,
3,COM,835011109-7,Decca,Valma,Betsey,Sydney,Suruchi,WMS,E,Ours,Valid,Adhered,,
5,COM,135987414-3,Hildagarde,Jemmy,Tatiana,Sydney,Divya,WMS,C,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
4,COM,705407950-7,Worden,Damiano,Alejandrina,Sydney,Nagaraju,NC,V,Ours,Valid,Adhered,,
1,COM,142569007-6,Kenton,Clementina,Filippo,Pune,Nagaraju,MDR,E,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
1,COM,054451947-7,Myrle,Candra,Eugenia,London,Shiva,RR,V,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
3,COM,817855552-2,Amii,Carmita,Philbert,Sydney,Sandeep,PM,V,Ours,Valid,Adhered,,
3,COM,121687615-0,Saleem,Dicky,Eugenia,New York,Shiva,NC,E,Ours,Valid,Adhered,,
1,COM,758845430-X,Sigrid,Malcolm,Eugenia,New York,Sandeep,PM,V,Ours,Valid,Adhered,,
1,COM,842819258-8,Bonita,Dicky,Eugenia,New York,Priyanka,IM,C,Ours,Invalid,Deviated,IMPACT3,40 Vidon Trail
5,COM,113648728-X,Tisha,Marja,Theodosia,Pune,Nagaraju,PM,C,Ours,Valid,Adhered,,
1,COM,174712742-6,Olenka,Brietta,Sonja,London,Himabindu,PM,E,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
2,COM,840521000-8,Laughton,Beryle,Lorenza,New York,Suruchi,IM,V,Ours,Valid,Adhered,,
4,COM,195639430-3,Octavius,Sterne,Theodosia,New York,Sandeep,MDR,C,Ours,Valid,Adhered,,
3,COM,906950225-9,Saraann,Carmita,Philbert,Sydney,Shiva,PM,C,Ours,Valid,Adhered,,
1,COM,170023569-9,Eduardo,Lexi,Stormie,Pune,Suruchi,NC,C,Ours,Invalid,Deviated,IMPACT1,68 Bashford Drive
3,CA,867177307-8,Terrill,Tony,Stormie,Pune,Apoorv,PM,E,Ours,Valid,Adhered,,
4,COM,323586074-6,Lance,Antone,Philbert,Pune,Ruturaj,PM,C,Ours,Valid,Adhered,,
1,COM,771058334-2,Harriott,Augusta,Betsey,Sydney,Apoorv,PM,C,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
1,CA,374728597-X,Viola,Meghan,Rip,Pune,Shiva,DNR,C,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
5,COM,307292785-5,Tobey,Ryon,Tawnya,Sydney,Shiva,IM,C,Ours,Valid,Adhered,,
4,COM,524933664-7,Dani,Damiano,Alejandrina,Sydney,Nagaraju,MDR,E,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
1,COM,798959867-1,Hagan,Kamila,Stormie,Pune,Suruchi,DNR,E,Ours,Invalid,Deviated,IMPACT1,690 Hazelcrest Point
4,COM,358992713-5,Laure,Agathe,Sonja,Pune,Suruchi,NC,E,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
3,COM,654551945-X,Noam,Marja,Theodosia,Pune,Priyanka,MDR,E,Ours,Valid,Adhered,,
3,COM,277763358-4,Ron,Antonin,Martguerita,Pune,Nagaraju,RR,E,Ours,Valid,Adhered,,
2,COM,184797153-9,Brandyn,Durant,Malinda,London,Himabindu,WMS,E,Ours,Valid,Adhered,,
5,COM,234179156-5,Denver,Kamila,Stormie,Pune,Divya,PM,C,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
4,COM,836419935-8,Sebastian,Garrik,Ardelia,Pune,Sandeep,WMS,V,Ours,Invalid,Deviated,IMPACT3,690 Hazelcrest Point
1,COM,670067501-4,Leshia,Fancy,Lutero,Pune,Himabindu,WMS,V,Ours,Valid,Adhered,,
4,COM,278148671-X,Cheryl,Malcolm,Eugenia,New York,Priyanka,WMS,C,Ours,Invalid,Deviated,IMPACT3,7 Harbort Crossing
3,COM,502768542-4,Riccardo,Sanson,Suzanna,Pune,Shiva,DNR,E,Ours,Valid,Adhered,,
3,COM,152706749-1,Mattie,Tony,Stormie,Pune,Suruchi,MDR,V,Ours,Valid,Adhered,,
4,CA,612314298-4,Doria,Maddie,Ardelia,Pune,Nagaraju,NC,V,Ours,Invalid,Deviated,IMPACT3,74 Vermont Road
1,COM,269565004-3,Silvio,Sterne,Theodosia,New York,Sandeep,WMS,E,Others,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
1,COM,741465511-3,Helenka,Harv,Stormie,Sydney,Himabindu,DNR,V,Ours,Valid,Adhered,,
1,COM,062489817-2,Bambi,Antonin,Martguerita,Pune,Shiva,RR,V,Ours,Valid,Adhered,,
3,CA,646246791-6,Stesha,Normand,Axe,Pune,Himabindu,MDR,E,Ours,Valid,Adhered,,
2,COM,334052440-8,Angelika,Sanson,Suzanna,Pune,Sandeep,WMS,E,Ours,Invalid,Deviated,IMPACT3,806 Maryland Way
1,COM,952077482-3,Kinsley,Damiano,Alejandrina,Sydney,Nagaraju,MDR,C,Others,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
2,COM,548607241-4,Karole,Alvin,Rip,New York,Ruturaj,MDR,E,Ours,Valid,Adhered,,
1,COM,835874964-3,Eveline,Alvin,Rip,New York,Sandeep,DNR,C,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
3,CA,018811376-2,Berny,Lexi,Stormie,Pune,Suruchi,PM,C,Ours,Valid,Adhered,,
4,COM,030902819-1,Violette,Shayne,Alec,London,Suruchi,DNR,C,Ours,Valid,Adhered,,
1,COM,870751560-X,Candis,Marja,Theodosia,Pune,Shiva,NC,C,Ours,Invalid,Deviated,IMPACT3,7 Carberry Drive
4,COM,506148379-0,Curcio,Beryle,Lorenza,New York,Himabindu,RR,E,Ours,Invalid,Deviated,IMPACT1,4627 Ridge Oak Park
1,COM,835405819-0,Bette-ann,Fancy,Lutero,Pune,Divya,MDR,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
3,COM,819540955-5,Florette,Alvin,Rip,New York,Nagaraju,NC,C,Ours,Valid,Adhered,,
3,COM,411938532-9,Desmond,Corrie,Martguerita,New York,Sandeep,IM,C,Others,Valid,Adhered,,
3,COM,709317473-6,Katine,Dicky,Eugenia,New York,Sandeep,DNR,E,Ours,Valid,Adhered,,
2,COM,653761596-8,Fayre,Harrison,Liz,London,Himabindu,PM,V,Ours,Invalid,Deviated,IMPACT3,3 American Trail
1,COM,349726431-8,Mollie,Tuckie,Phil,Pune,Suruchi,PM,V,Ours,Valid,Adhered,,
1,COM,546274846-9,Trixie,Sanson,Suzanna,Pune,Priyanka,IM,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
1,COM,253084976-5,Geoff,Kamila,Stormie,Pune,Divya,NC,V,Ours,Valid,Adhered,,
2,COM,676097018-7,Lorne,Antone,Philbert,Pune,Shiva,RR,V,Ours,Valid,Adhered,,
4,COM,220839175-6,Alfred,Dew,Darnell,New York,Priyanka,RR,C,Ours,Invalid,Deviated,IMPACT1,37188 Karstens Pass
5,COM,060283582-8,Pincus,Codee,Martguerita,New York,Ruturaj,MDR,C,Ours,Valid,Adhered,,
3,COM,797263349-5,Evangeline,Harmonia,Alejandrina,Pune,Nagaraju,RR,C,Ours,Valid,Adhered,,
1,COM,797942934-6,Gav,Winnie,Sandye,Pune,Suruchi,WMS,E,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
5,COM,637218756-6,Hubey,Durant,Malinda,London,Saugata,DNR,C,Ours,Invalid,Deviated,IMPACT1,88 Helena Way
1,COM,716534513-2,Antonin,Raynard,Tatiana,Pune,Saugata,IM,C,Ours,Valid,Adhered,,
5,COM,420220901-X,Deane,Marja,Theodosia,Pune,Nagaraju,MDR,E,Ours,Valid,Adhered,,
4,COM,088231100-X,Carlynne,Shantee,Sonja,Pune,Suruchi,IM,E,Ours,Valid,Adhered,,
2,COM,791863476-4,Ninnette,Shantee,Sonja,Pune,Suruchi,WMS,E,Ours,Valid,Adhered,,
1,COM,848939146-7,Charis,Dicky,Eugenia,New York,Sandeep,WMS,E,Ours,Valid,Adhered,,
1,COM,498018707-2,Bel,Ara,Carlina,New York,Himabindu,NC,C,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
3,COM,907815962-6,Anabal,Agathe,Sonja,Pune,Suruchi,IM,V,Ours,Valid,Adhered,,
1,COM,688183121-8,Giselbert,Devinne,Theodosia,Pune,Ruturaj,NC,E,Others,Valid,Adhered,,
3,COM,323472597-7,Janette,Hestia,Axe,Pune,Saugata,WMS,V,Ours,Invalid,Adhered,,
2,COM,197499967-X,Weider,Shantee,Sonja,Pune,Himabindu,IM,E,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
4,COM,154636195-2,Cody,Shantee,Sonja,Pune,Suruchi,RR,E,Ours,Valid,Adhered,,
3,COM,561929596-6,Vikki,Ole,Lorenza,New York,Divya,WMS,C,Ours,Invalid,Adhered,,
4,COM,641673824-4,Dory,Zaneta,Philbert,Pune,Nagaraju,WMS,C,Ours,Valid,Adhered,,
2,CA,641877592-9,Lock,Fancy,Lutero,Pune,Suruchi,NC,V,Ours,Valid,Adhered,,
3,COM,918497458-3,Amandie,Damiano,Alejandrina,Sydney,Nagaraju,IM,E,Ours,Invalid,Adhered,,
2,COM,511729201-4,Maxy,Garrik,Ardelia,Pune,Ruturaj,MDR,C,Ours,Valid,Adhered,,
3,COM,399060151-2,Jerrilyn,Gardiner,Stormie,Pune,Apoorv,IM,C,Ours,Invalid,Adhered,,
4,COM,675210904-4,Normie,Ives,Philbert,Pune,Priyanka,IM,V,Ours,Valid,Adhered,,
1,COM,926132373-1,Clem,Alvin,Rip,New York,Sandeep,MDR,E,Ours,Valid,Adhered,,
2,COM,691675676-4,Westbrook,Brietta,Sonja,London,Himabindu,PM,C,Ours,Valid,Adhered,,
1,COM,548059663-2,Sue,Sanson,Suzanna,Pune,Ruturaj,IM,C,Ours,Invalid,Deviated,IMPACT3,67447 Sutteridge Circle
4,COM,108863023-5,Martino,Kirby,Alec,Sydney,Himabindu,IM,C,Ours,Invalid,Deviated,IMPACT3,4 Chinook Plaza
1,COM,007269491-2,Les,Janith,Alec,Pune,Divya,MDR,C,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
1,COM,397243392-1,Hugibert,Gardiner,Stormie,Pune,Suruchi,WMS,V,Ours,Valid,Adhered,,
2,COM,397612097-9,Godfry,Normand,Axe,Pune,Apoorv,PM,C,Ours,Valid,Adhered,,
3,COM,559851375-7,Marybelle,Rosetta,Rozalie,Pune,Suruchi,MDR,C,Ours,Invalid,Adhered,,
2,COM,573391372-X,Kathy,Ives,Philbert,Pune,Ruturaj,DNR,V,Ours,Invalid,Deviated,IMPACT3,545 Morrow Terrace
3,COM,604213742-5,Terrie,Ara,Carlina,New York,Divya,NC,V,Ours,Invalid,Adhered,,
2,COM,982083715-4,Sela,Alvin,Rip,New York,Nagaraju,WMS,E,Ours,Valid,Adhered,,
1,COM,587317207-2,Dexter,Brittne,Nevile,Pune,Ruturaj,NC,V,Ours,Valid,Adhered,,
1,CA,979970391-3,Marta,Fancy,Lutero,Pune,Saugata,MDR,E,Ours,Valid,Adhered,,
2,CA,761032903-7,Benedetta,Augusta,Betsey,Sydney,Himabindu,NC,V,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
3,CA,503730431-8,Rog,Teriann,Rip,Pune,Nagaraju,IM,E,Ours,Invalid,Adhered,,
5,COM,251932303-5,Emerson,Durant,Malinda,London,Saugata,DNR,E,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
4,COM,247570483-7,Kinsley,Brodie,Janna,Pune,Nagaraju,PM,V,Ours,Valid,Adhered,,
4,COM,030848760-5,Susette,Shantee,Sonja,Pune,Divya,PM,E,Ours,Invalid,Deviated,IMPACT3,6590 Brentwood Drive
5,CA,802672359-7,Bo,Caryl,Filippo,New York,Sandeep,NC,E,Ours,Valid,Adhered,,
4,COM,251270499-8,Levin,Janith,Alec,Pune,Divya,MDR,V,Others,Invalid,Deviated,IMPACT3,47 Golf Course Point
2,COM,103310391-8,Trip,Hestia,Axe,Pune,Himabindu,NC,V,Ours,Valid,Adhered,,
1,COM,892828512-7,Dario,Jemmy,Tatiana,Sydney,Suruchi,RR,V,Ours,Valid,Adhered,,
3,COM,200852932-0,Keen,Harv,Stormie,Sydney,Apoorv,IM,E,Ours,Invalid,Adhered,,
3,COM,479424076-7,Worth,Lexi,Stormie,Pune,Himabindu,MDR,V,Ours,Invalid,Adhered,,
3,CA,202136476-3,Emery,Nicolea,Lorenza,New York,Divya,MDR,E,Ours,Invalid,Adhered,,
1,COM,542580821-6,Peggie,Ara,Carlina,New York,Apoorv,RR,C,Others,Valid,Adhered,,
4,CA,950352698-1,Finley,Antonin,Martguerita,Pune,Shiva,PM,V,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
3,COM,684458346-X,Shanon,Harv,Stormie,Sydney,Suruchi,NC,E,Ours,Invalid,Adhered,,
2,CA,615062178-2,Ailis,Harmonia,Alejandrina,Pune,Ruturaj,IM,E,Others,Valid,Adhered,,
4,COM,766327793-7,Teddie,Agathe,Sonja,Pune,Himabindu,RR,E,Ours,Valid,Adhered,,
